"Project","File Path","Feature"
"onemall","D:\JUnit5Projects\onemall\moved\system\system-service-impl\src\test\java\cn\iocoder\mall\admin\client\SmsYunPianClientTest.java","AssertJ"
"onemall","D:\JUnit5Projects\onemall\moved\system\system-service-impl\src\test\java\cn\iocoder\mall\admin\service\SmsServiceImplTest.java","AssertJ"
"onemall","D:\JUnit5Projects\onemall\moved\system\system-service-impl\src\test\java\cn\iocoder\mall\admin\service\SmsServiceImplTest.java","Assertions"
