Project,Absolute Path,Feature
"springboot-guide","C:\JUnit5Projects\springboot-guide\source-code\advanced\springboot-schedule-task\src\test\java\github\javaguide\springbootscheduletask\SpringbootScheduleTaskApplicationTests.java","Test"
"springboot-guide","C:\JUnit5Projects\springboot-guide\source-code\basis\life-cycle-annotation\src\test\java\cn\javaguide\lifecycleannotation\LifeCycleAnnotationApplicationTests.java","Test"
"springboot-guide","C:\JUnit5Projects\springboot-guide\source-code\basis\read-config-properties\src\test\java\cn\javaguide\readconfigproperties\ReadConfigPropertiesApplicationTests.java","Test"
"springboot-guide","C:\JUnit5Projects\springboot-guide\source-code\basis\springboot-filter-interceptor\src\test\java\github\javaguide\springbootfilter\SpringbootFilterApplicationTests.java","Test"
"springboot-guide","C:\JUnit5Projects\springboot-guide\source-code\basis\springboot-handle-exception\src\test\java\com\twuc\webApp\web\ExceptionTest.java","Test"
"springboot-guide","C:\JUnit5Projects\springboot-guide\source-code\basis\springboot-handle-exception-improved\src\test\java\com\twuc\webApp\web\ExceptionTest.java","Test"
